Brewery,Address,Contact_Info
Telegraph Brewing Company Address,"418 N Salsipuedes Street
Santa Barbara, California, United States",https://www.telegraphbrewing.com
Uncommon Brewers Address,"40H
303 Potrero Street
Santa Cruz, California, United States",https://www.uncommonbrewers.com
FoxCraft Hard Cider Company Address,"409 Mendocino Avenue
Santa Maria, California, United States",http://www.foxcraftcider.com
Santa Maria Brewing Co. Address,"1451 Fairway Drive
Santa Maria, California, United States",https://www.santamariabrewing.co/
Santa Monica Brew Works Address,"1920 Colorado Ave C
Santa Monica, California, United States",http://www.santamonicabrewworks.com
Santa Monica Brew Works Address,"1920 Colorado Ave C
Santa Monica, California, United States",http://www.santamonicabrewworks.com
,,
Moonlight Brewing Company Address,"3350 Coffey Lane Suite A
Santa Rosa, California, United States",https://moonlightbrewing.com/
Russian River Brewing Company Address,"725 4th Street
Santa Rosa, California, United States",http://russianriverbrewing.com/
Third Street Aleworks Address,"610 3rd Street
Santa Rosa, California, United States",http://thirdstreetaleworks.com
BNS Brewing & Distilling Company Address,"Ste 101
10960 Wheatlands Ave
Santee, California, United States",http://www.bnsbrewinganddistilling.com
Finest Made Ales Address,"9962 Prospect Ave.
Santee, California, United States",http://www.finestmade.com
Thr3e Punk Ales Brewing Co. Address,"9962 Prospect Ave E.
Santee, California, United States",http://3punkales.com
Ace Cider Address,"2064 Gravenstein Hwy N #40
Sebastopol, California, United States",http://www.acecider.com
,,
Carneros Brewing Company Address,"22985 Burndale Rd
Sonoma, California, United States",https://www.carnerosbrewing.com/
Sonoma Springs Brewing Company Address,"19449 Riverside Drive
Sonoma, California, United States",http://www.sonomaspringsbrewing.com/
Discretion Brewing Address,"2703 41 Avenue
Soquel, California, United States",http://www.discretionbrewing.com
Faultline Brewing Company Address,"1235 Oakmead Pkwy
Sunnyvale, California, United States",https://template.citycheers.com/851
Diamond Mountain Brewery Address,"900 Skyline
Susanville, California, United States",http://www.dmcah.com/brewery.php
Black Market Brewing Co Address,"109
41740 Enterprise Circle N
Temecula, California, United States",https://blackmarketbrew.com
Refuge Brewery Address,"43040 Rancho Way
Temecula, California, United States",http://www.refugebrew.com
Wiens Brewing Company Address,"Suite A
27941 Diaz Road
Temecula, California, United States",http://wiensbrewing.com
HopSaint Brewing Company Address,"5160 West 190th Street
Torrance, California, United States",https://www.hopsaint.com
Morgan Territory Brewing Address,"1885 N MacArthur Drive
Tracy, California, United States",http://morganterritorybrewing.com
FiftyFifty Brewing Company Address,"1
11197 Brockway Road
Truckee, California, United States",http://fiftyfiftybrewing.com
Dust Bowl Brewing Address,"3000 Fulkerth Road
Turlock, California, United States",https://www.dustbowlbrewing.com
Tustin Brewing Company Address,"100
13011 Newport Avenue
Turlock, California, United States",http://tustinbrewery.com
Last Name Brewing Address,"2120 PORTERFIELD WAY
Upland, California, United States",http://lastnamebrewing.com
The Stout House Address,"1294 West 9th Street
Upland, California, United States",+1 (909) 493-7158
Aztec Brewing Company Address,"Suite 300
2330 La Mirada Dr.
Vista, California, United States",http://aztecbrewery.com
,,
Barrel Harbor Brewing Company Address,"Suite 104
2575 Pioneer Ave
Vista, California, United States",https://barrelharborbrewing.com
Bear Roots Brewing Co. Address,"1213 S Santa Fe Ave.
Vista, California, United States",http://bearrootsbrewing.com
Belching Beaver Brewery Address,"980 Park Center Drive
Vista, California, United States",http://www.belchingbeaver.com
Booze Brothers Brewing Co. Address,"Suite D
2545 Progress Street
Vista, California, United States",http://boozebros.com
Indian Joe Brewing Address,"2123 Industrial Ct.
Vista, California, United States",https://indianjoebrewing.com
Iron Fist Brewing Company Address,"101
1305 Hot Spring Way
Vista, California, United States",http://ironfistbrewing.com
Latitude 33 Brewing Co. Address,"Ste 104
1430 Vantage Court
Vista, California, United States",http://latitude33brewing.com
Mother Earth Brew Co. Address,"206 Main Street
Vista, California, United States",https://www.motherearthbrewco.com
Calicraft Brewing Co. Address,"2700 Mitchell Dr.
Walnut Creek, California, United States",http://www.calicraft.com/
Corralitos Brewing Company Address,"2536 Freedom Blvd
Watsonville, California, United States",http://www.corralitosbrewingco.com
Jackrabbit Brewing Company Address,"1323 Terminal Street
West Sacramento, California, United States",https://www.jackrabbitbrewingcompany.com/
,,
Berryessa Brewing Co. Address,"27260 hwy 128
Winters, California, United States",http://berryessabrewingco.com/home
